Azulejo-Código,Procedência,Fábrica,Dimensão-Formato,"Material, Técnica de Fabricação e Decorativa",Endereço,Bairro,Uso-Aplicação,Altura,Largura,latitude,longitude
Azulejo-PE 2-1-1,Lisboa/Portugal,Provavelmente da Fábrica Constância (Consta do Catalogo de J. Lino de 1889),13 x 13cm,Cerâmica e vidrado Estampilha,"Rua Santo Antônio n 20, Belém, Pará, Brasil","Cidade Velha/
Campina/Reduto/
Nazaré","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13,13,-1.3842146,-48.336159
Azulejo-PE 2-1-1,Lisboa/Portugal,Provavelmente da Fábrica Constância (Consta do Catalogo de J. Lino de 1889),13 x 13cm,Cerâmica e vidrado Estampilha,"Rua Santo Antônio n 135, Belém, Pará, Brasil","Cidade Velha/
Campina/Reduto/
Nazaré","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13,13,-1.3740364,-48.4321573
Azulejo-PE 2-1-1,Lisboa/Portugal,Provavelmente da Fábrica Constância (Consta do Catalogo de J. Lino de 1889),13 x 13cm,Cerâmica e vidrado Estampilha,"Rua Santo Antônio n 155, Belém, Pará, Brasil","Cidade Velha/
Campina/Reduto/
Nazaré","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13,13,-1.3740364,-48.4321573
Azulejo-PE 2-1-1,Lisboa/Portugal,Provavelmente da Fábrica Constância (Consta do Catalogo de J. Lino de 1889),13 x 13cm,Cerâmica e vidrado Estampilha,"Travessa Gurupá n 178, Belém, Pará, Brasil","Cidade Velha/
Campina/Reduto/
Nazaré","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13,13,-1.4596774,-48.5024191
Azulejo-PE 2-1-1,Lisboa/Portugal,Provavelmente da Fábrica Constância (Consta do Catalogo de J. Lino de 1889),13 x 13cm,Cerâmica e vidrado Estampilha,"Travessa Rui Barbosa n 819, Belém, Pará, Brasil","Cidade Velha/
Campina/Reduto/
Nazaré","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13,13,-1.4567183,-48.486724
Azulejo-PE 2-1-1,Lisboa/Portugal,Provavelmente da Fábrica Constância (Consta do Catalogo de J. Lino de 1889),13 x 13cm,Cerâmica e vidrado Estampilha,"Rua Ó de Almeida n 618, Belém, Pará, Brasil","Cidade Velha/
Campina/Reduto/
Nazaré","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13,13,-1.4524857442410148,-48.495893016977355
Azulejo-PE 2-1-1,Lisboa/Portugal,Provavelmente da Fábrica Constância (Consta do Catalogo de J. Lino de 1889),13 x 13cm,Cerâmica e vidrado Estampilha,"Rua Ó de Almeida n 793, Belém, Pará, Brasil","Cidade Velha/
Campina/Reduto/
Nazaré","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13,13,-1.1386998,-48.448846
Azulejo-PE 2-1-1,Lisboa/Portugal,Provavelmente da Fábrica Constância (Consta do Catalogo de J. Lino de 1889),13 x 13cm,Cerâmica e vidrado Estampilha,"Rua Tiradentes n 514, Belém, Pará, Brasil","Cidade Velha/
Campina/Reduto/
Nazaré","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13,13,-1.4464389,-48.4881671
Azulejo-PE 2-1-1,Lisboa/Portugal,Provavelmente da Fábrica Constância (Consta do Catalogo de J. Lino de 1889),13 x 13cm,Cerâmica e vidrado Estampilha,"Travessa Piedade n 342, Belém, Pará, Brasil","Cidade Velha/
Campina/Reduto/
Nazaré","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13,13,-1.4461791,-48.4962299
Azulejo-PE 2-1-1,Lisboa/Portugal,Provavelmente da Fábrica Constância (Consta do Catalogo de J. Lino de 1889),13 x 13cm,Cerâmica e vidrado Estampilha,"Rua Aristides Lobo n 145, Belém, Pará, Brasil","Cidade Velha/
Campina/Reduto/
Nazaré","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13,13,-1.4479154,-48.4912453
Azulejo-PE 2-1-1,Lisboa/Portugal,Provavelmente da Fábrica Constância (Consta do Catalogo de J. Lino de 1889),13 x 13cm,Cerâmica e vidrado Estampilha,"Rua Cametá n 50, Belém, Pará, Brasil","Cidade Velha/
Campina/Reduto/
Nazaré","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13,13,-1.4590114,-48.5032951
Azulejo-PE 2-2-3,Lisboa/Portugal,Constância (Consta do Catalogo de J. Lino de 1889),"13,3 x 13,3cm",Cerâmica e vidrado Estampilha,"Travessa Benjamin Constant n 1035, Belém, Pará, Brasil","Cidade Velha/
Nazaré","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.3,13.3,-1.4560558,-48.4880639
Azulejo-PE 2-2-3,Lisboa/Portugal,Constância (Consta do Catalogo de J. Lino de 1889),"13,3 x 13,3cm",Cerâmica e vidrado Estampilha,"Rua Cametá n 107, Belém, Pará, Brasil","Cidade Velha/
Nazaré","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.3,13.3,-1.4590114,-48.5032951
Azulejo-PE 5-1-1,Lisboa/Portugal,Viúva Lamego,"13,7 x 13,7cm",Cerâmica e vidrado Estampilha,"Avenida Senador Lemos n 573, Belém, Pará, Brasil","Campina/Reduto/
Umarizal","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.7,13.7,-1.4132186,-48.4653532
Azulejo-PE 5-1-1,Lisboa/Portugal,Viúva Lamego,"13,7 x 13,7cm",Cerâmica e vidrado Estampilha,"Rua Senador Manoel Barata n 271, Belém, Pará, Brasil","Campina/Reduto/
Umarizal","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.7,13.7,-1.4450958,-48.4902637
Azulejo-PE 5-1-1,Lisboa/Portugal,Viúva Lamego,"13,7 x 13,7cm",Cerâmica e vidrado Estampilha,"Rua 28 de Setembro n 872, Belém, Pará, Brasil","Campina/Reduto/
Umarizal","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.7,13.7,-1.450574,-48.4982834
Azulejo-PE 8-1-1,Lisboa/Portugal,Viúva Lamego,"13,4 x 13,4cm",Cerâmica e vidrado Estampilha,"Travessa Frutuoso Guimarães n 529, Belém, Pará, Brasil","Cidade Velha/
Campina/
Nazaré/Umarizal/
São Brás","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.4,13.4,-1.4511839711885166,-48.4990961090952
Azulejo-PE 8-1-1,Lisboa/Portugal,Viúva Lamego,"13,4 x 13,4cm",Cerâmica e vidrado Estampilha,"Rua Domingos Marreiros n 279, Belém, Pará, Brasil","Cidade Velha/
Campina/
Nazaré/Umarizal/
São Brás","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.4,13.4,-1.4467069,-48.4853603
Azulejo-PE 8-1-1,Lisboa/Portugal,Viúva Lamego,"13,4 x 13,4cm",Cerâmica e vidrado Estampilha,"Rua Diogo Moia n 1101, Belém, Pará, Brasil","Cidade Velha/
Campina/
Nazaré/Umarizal/
São Brás","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.4,13.4,-1.4429337,-48.4828497
Azulejo-PE 8-1-1,Lisboa/Portugal,Viúva Lamego,"13,4 x 13,4cm",Cerâmica e vidrado Estampilha,"Travessa Alenquer n 146, Belém, Pará, Brasil","Cidade Velha/
Campina/
Nazaré/Umarizal/
São Brás","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.4,13.4,-1.4604903,-48.5047975
Azulejo-PE 8-1-1,Lisboa/Portugal,Viúva Lamego,"13,4 x 13,4cm",Cerâmica e vidrado Estampilha,"Rua Dr. Malcher n 106, Belém, Pará, Brasil","Cidade Velha/
Campina/
Nazaré/Umarizal/
São Brás","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.4,13.4,-1.457967,-48.5041109
Azulejo-PE 8-1-1,Lisboa/Portugal,Viúva Lamego,"13,4 x 13,4cm",Cerâmica e vidrado Estampilha,"Travessa Quintino Bocaiúva n 932, Belém, Pará, Brasil","Cidade Velha/
Campina/
Nazaré/Umarizal/
São Brás","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.4,13.4,-0.7490741,-48.0223579
Azulejo-PE 8-1-1,Lisboa/Portugal,Viúva Lamego,"13,4 x 13,4cm",Cerâmica e vidrado Estampilha,"Travessa Quintino Bocaiúva n 946, Belém, Pará, Brasil","Cidade Velha/
Campina/
Nazaré/Umarizal/
São Brás","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.4,13.4,-0.7490741,-48.0223579
Azulejo-PE 8-1-1,Lisboa/Portugal,Viúva Lamego,"13,4 x 13,4cm",Cerâmica e vidrado Estampilha,"Rua Senador Manoel Barata n 848, Belém, Pará, Brasil","Cidade Velha/
Campina/
Nazaré/Umarizal/
São Brás","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.4,13.4,-1.4444221,-48.4893984
Azulejo-PE 8-1-1,Lisboa/Portugal,Viúva Lamego,"13,4 x 13,4cm",Cerâmica e vidrado Estampilha,"Avenida Nazaré n 427, Belém, Pará, Brasil","Cidade Velha/
Campina/
Nazaré/Umarizal/
São Brás","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.4,13.4,-1.4528425,-48.4889263
Azulejo-PE 8-1-1,Lisboa/Portugal,Viúva Lamego,"13,4 x 13,4cm",Cerâmica e vidrado Estampilha,"Avenida Governador José Malcher n 484, Belém, Pará, Brasil","Cidade Velha/
Campina/
Nazaré/Umarizal/
São Brás","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.4,13.4,-1.4520293,-48.493545
Azulejo-PE 8-1-1,Lisboa/Portugal,Viúva Lamego,"13,4 x 13,4cm",Cerâmica e vidrado Estampilha,"Avenida Governador José Malcher n 676, Belém, Pará, Brasil","Cidade Velha/
Campina/
Nazaré/Umarizal/
São Brás","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.4,13.4,-1.4482988,-48.4665585
Azulejo-PE 8-1-1,Lisboa/Portugal,Viúva Lamego,"13,4 x 13,4cm",Cerâmica e vidrado Estampilha,"Avenida Portugal n 183, Belém, Pará, Brasil","Cidade Velha/
Campina/
Nazaré/Umarizal/
São Brás","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.4,13.4,-1.4536523,-48.5030508
Azulejo-PE 8-1-1,Lisboa/Portugal,Viúva Lamego,"13,4 x 13,4cm",Cerâmica e vidrado Estampilha,"Avenida 16 de Novembro n 107, Belém, Pará, Brasil","Cidade Velha/
Campina/
Nazaré/Umarizal/
São Brás","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.4,13.4,-1.1220148,-48.3928996
Azulejo-PE 8-1-1,Lisboa/Portugal,Viúva Lamego,"13,4 x 13,4cm",Cerâmica e vidrado Estampilha,"Rua Rodrigues dos Santos n 305, Belém, Pará, Brasil","Cidade Velha/
Campina/
Nazaré/Umarizal/
São Brás","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.4,13.4,-0.7504741,-48.0243204
Azulejo-PE 8-1-1,Lisboa/Portugal,Viúva Lamego,"13,4 x 13,4cm",Cerâmica e vidrado Estampilha,"Rua Cametá n 55, Belém, Pará, Brasil","Cidade Velha/
Campina/
Nazaré/Umarizal/
São Brás","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.4,13.4,-1.4590114,-48.5032951
Azulejo-PE 8-1-1,Lisboa/Portugal,Viúva Lamego,"13,4 x 13,4cm",Cerâmica e vidrado Estampilha,"Travessa Campos Sales n 300, Belém, Pará, Brasil","Cidade Velha/
Campina/
Nazaré/Umarizal/
São Brás","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.4,13.4,-1.4543075,-48.4978101
Azulejo-PE 8-1-1,Lisboa/Portugal,Viúva Lamego,"13,4 x 13,4cm",Cerâmica e vidrado Estampilha,"Travessa Campos Sales n 306, Belém, Pará, Brasil","Cidade Velha/
Campina/
Nazaré/Umarizal/
São Brás","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.4,13.4,-1.4543075,-48.4978101
Azulejo-PE 8-1-1,Lisboa/Portugal,Viúva Lamego,"13,4 x 13,4cm",Cerâmica e vidrado Estampilha,"Travessa Campos Sales n 308, Belém, Pará, Brasil","Cidade Velha/
Campina/
Nazaré/Umarizal/
São Brás","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.4,13.4,-1.4543075,-48.4978101
Azulejo-PE 8-1-1,Lisboa/Portugal,Viúva Lamego,"13,4 x 13,4cm",Cerâmica e vidrado Estampilha,"Travessa Campos Sales n 312, Belém, Pará, Brasil","Cidade Velha/
Campina/
Nazaré/Umarizal/
São Brás","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.4,13.4,-1.4543075,-48.4978101
Azulejo-PE 8-1-1,Lisboa/Portugal,Viúva Lamego,"13,4 x 13,4cm",Cerâmica e vidrado Estampilha,"Rua 13 de Maio n 81, Belém, Pará, Brasil","Cidade Velha/
Campina/
Nazaré/Umarizal/
São Brás","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.4,13.4,-1.4530688,-48.5007704
Azulejo-PE 8-1-1,Lisboa/Portugal,Viúva Lamego,"13,4 x 13,4cm",Cerâmica e vidrado Estampilha,"Rua 13 de Maio n 83, Belém, Pará, Brasil","Cidade Velha/
Campina/
Nazaré/Umarizal/
São Brás","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.4,13.4,-1.4530688,-48.5007704
Azulejo-PE 8-1-1,Lisboa/Portugal,Viúva Lamego,"13,4 x 13,4cm",Cerâmica e vidrado Estampilha,"Rua 13 de Maio n 85, Belém, Pará, Brasil","Cidade Velha/
Campina/
Nazaré/Umarizal/
São Brás","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.4,13.4,-1.4530688,-48.5007704
Azulejo-PE 8-1-1,Lisboa/Portugal,Viúva Lamego,"13,4 x 13,4cm",Cerâmica e vidrado Estampilha,"Rua 13 de Maio n 89, Belém, Pará, Brasil","Cidade Velha/
Campina/
Nazaré/Umarizal/
São Brás","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.4,13.4,-1.4530688,-48.5007704
Azulejo-PE 8-1-1,Lisboa/Portugal,Viúva Lamego,"13,4 x 13,4cm",Cerâmica e vidrado Estampilha,"Rua 28 de Setembro n 328, Belém, Pará, Brasil","Cidade Velha/
Campina/
Nazaré/Umarizal/
São Brás","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.4,13.4,-1.4489658637467475,-48.494423733258216
Azulejo-PE 8-1-1,Lisboa/Portugal,Viúva Lamego,"13,4 x 13,4cm",Cerâmica e vidrado Estampilha,"Travessa Benjamin Constant n 1415, Belém, Pará, Brasil","Cidade Velha/
Campina/
Nazaré/Umarizal/
São Brás","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.4,13.4,-0.7482875,-48.0242349
Azulejo-PE 8-1-1,Lisboa/Portugal,Viúva Lamego,"13,4 x 13,4cm",Cerâmica e vidrado Estampilha,"Rua João Balby n 325, Belém, Pará, Brasil","Cidade Velha/
Campina/
Nazaré/Umarizal/
São Brás","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.4,13.4,-1.4491056,-48.4846217
Azulejo-PE 8-1-1,Lisboa/Portugal,Viúva Lamego,"13,4 x 13,4cm",Cerâmica e vidrado Estampilha,"Avenida Castelo Branco n 761, Belém, Pará, Brasil","Cidade Velha/
Campina/
Nazaré/Umarizal/
São Brás","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.4,13.4,-1.2270601,-48.2960019
Azulejo-PE 8-1-1,Lisboa/Portugal,Viúva Lamego,"13,4 x 13,4cm",Cerâmica e vidrado Estampilha,"Avenida Castelo Branco n 1221, Belém, Pará, Brasil","Cidade Velha/
Campina/
Nazaré/Umarizal/
São Brás","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.4,13.4,-1.2270601,-48.2960019
Azulejo-PE 8-1-1,Lisboa/Portugal,Viúva Lamego,"13,4 x 13,4cm",Cerâmica e vidrado Estampilha,"Avenida Alcindo Cacela n 1619, Belém, Pará, Brasil","Cidade Velha/
Campina/
Nazaré/Umarizal/
São Brás","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.4,13.4,-1.475455,-48.4757939
Azulejo-PE 16-1-1,Porto/Portugal,"Fabrica Santo Antonio 
Apelido: Barba de Gato","13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Travessa Frutuoso Guimarães n 175, Belém, Pará, Brasil",Campina/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4510368,-48.5010789
Azulejo-PE 16-1-1,Porto/Portugal,"Fabrica Santo Antonio 
Apelido: Barba de Gato","13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Travessa Frutuoso Guimarães n 179, Belém, Pará, Brasil",Campina/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4510368,-48.5010789
Azulejo-PE 16-1-1,Porto/Portugal,"Fabrica Santo Antonio 
Apelido: Barba de Gato","13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Avenida Gentil Bittencourt n 57, Belém, Pará, Brasil",Campina/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4551255,-48.4815877
Azulejo-PE 16-1-1,Porto/Portugal,"Fabrica Santo Antonio 
Apelido: Barba de Gato","13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Avenida Gentil Bittencourt n 231, Belém, Pará, Brasil",Campina/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4551255,-48.4815877
Azulejo-PE 16-1-1,Porto/Portugal,"Fabrica Santo Antonio 
Apelido: Barba de Gato","13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Rua Tomazia Perdigão n 62, Belém, Pará, Brasil",Campina/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4570552,-48.5028955
Azulejo-PE 16-1-1,Porto/Portugal,"Fabrica Santo Antonio 
Apelido: Barba de Gato","13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Rua Arcipreste Manoel Teodoro n 943, Belém, Pará, Brasil",Campina/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4627057,-48.4959067
Azulejo-PE 16-2-1,Porto/Portugal,,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Rua Senador Manoel Barata n 136, Belém, Pará, Brasil",Campina,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4450958,-48.4902637
Azulejo-PE 17-1-1,Porto/Portugal,,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Rua Osvaldo Cruz n 165, Belém, Pará, Brasil",Campina,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4092965,-48.3974448
Azulejo-PE 17-1-1,Porto/Portugal,,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Rua Osvaldo Cruz n 166, Belém, Pará, Brasil",Campina,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4092965,-48.3974448
Azulejo-PE 17-1-1,Porto/Portugal,,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Travessa Frei Gil de Vila  Nova n 166, Belém, Pará, Brasil",Campina,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4487364,-48.4969225
Azulejo-PE 18-2-1,Lisboa/Portugal,Calçada dos Cesteiros ou Roseira,"13,2 x 13,2cm",Cerâmica e vidrado Estampilha,"Avenida Senador Lemos n 762, Belém, Pará, Brasil",Umarizal/Comércio,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.2,13.2,-1.4368831053661655,-48.48714426791202
Azulejo-PE 19-1-2,Lisboa/Portugal,Viúva Lamego,"13,6 x 13,6cm",Cerâmica e vidrado Estampilha,"Rua Ó de Almeida n 43, Belém, Pará, Brasil",Campina,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.6,13.6,-1.1386998,-48.448846
Azulejo-PE 19-1-2,Lisboa/Portugal,Viúva Lamego,"13,6 x 13,6cm",Cerâmica e vidrado Estampilha,"Rua 13 de Maio n 194, Belém, Pará, Brasil",Campina,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.6,13.6,-1.4530688,-48.5007704
Azulejo-PE 22-1-1,Porto/Portugal,A.A.Costa & C Fa das Devezas de Vila Nova de Gaia,14 x 14cm,Cerâmica e vidrado Estampilha,"Travessa Padre Eutiquio n 1536, Belém, Pará, Brasil",Campina,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14,14,-1.4693734,-48.4791116
Azulejo-PE 23-2-2,Porto/Portugal,A.A.Costa & C Fa das Devezas de Vila Nova de Gaia ou Santo Antonio do Vale da Piedade,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Travessa Campos Sales n 400, Belém, Pará, Brasil",Campina,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-2.2375681,-49.4984588
Azulejo-PE 23-2-2,Porto/Portugal,A.A.Costa & C Fa das Devezas de Vila Nova de Gaia ou Santo Antonio do Vale da Piedade,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Travessa Campos Sales n 477, Belém, Pará, Brasil",Campina,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4543075,-48.4978101
Azulejo-PE 25-2-2,Lisboa/Portugal,"Viúva Lamego 
Apelido: Bicha da Praça","13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Avenida 16 de Novembro n 791, Belém, Pará, Brasil",Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4616812986140095,-48.497033069258286
Azulejo-PE 35-1-1,Lisboa/Portugal,,"13,6 x 13,6cm",Cerâmica e vidrado Estampilha,"Travessa Padre Prudêncio n 514, Belém, Pará, Brasil",Campina,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.6,13.6,-1.4538014,-48.4966004
Azulejo-PE 35-1-1,Lisboa/Portugal,,"13,6 x 13,6cm",Cerâmica e vidrado Estampilha,"Travessa Padre Prudêncio n 518, Belém, Pará, Brasil",Campina,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.6,13.6,-1.4538014,-48.4966004
Azulejo-PE 35-1-1,Lisboa/Portugal,,"13,6 x 13,6cm",Cerâmica e vidrado Estampilha,"Rua Gaspar Viana n 80, Belém, Pará, Brasil",Campina,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.6,13.6,-1.4465048,-48.4949554
Azulejo-PE 35-1-1,Lisboa/Portugal,,"13,6 x 13,6cm",Cerâmica e vidrado Estampilha,"Rua Gaspar Viana n 84, Belém, Pará, Brasil",Campina,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.6,13.6,-1.4465048,-48.4949554
Azulejo-PE 35-1-1,Lisboa/Portugal,,"13,6 x 13,6cm",Cerâmica e vidrado Estampilha,"Rua Gaspar Viana n 88, Belém, Pará, Brasil",Campina,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.6,13.6,-1.4465048,-48.4949554
Azulejo-PE 35-1-1,Lisboa/Portugal,,"13,6 x 13,6cm",Cerâmica e vidrado Estampilha,"Rua Gaspar Viana n 96, Belém, Pará, Brasil",Campina,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.6,13.6,-1.4465048,-48.4949554
Azulejo-PE 35-1-1,Lisboa/Portugal,,"13,6 x 13,6cm",Cerâmica e vidrado Estampilha,"Rua Gaspar Viana n 98, Belém, Pará, Brasil",Campina,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.6,13.6,-1.4465048,-48.4949554
Azulejo-PE 35-1-1,Lisboa/Portugal,,"13,6 x 13,6cm",Cerâmica e vidrado Estampilha,"Travessa Leão XIII n 27, Belém, Pará, Brasil",Campina,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.6,13.6,-1.4504333,-48.4997208
Azulejo-PE 35-1-1,Lisboa/Portugal,,"13,6 x 13,6cm",Cerâmica e vidrado Estampilha,"Travessa Leão XIII n 37, Belém, Pará, Brasil",Campina,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.6,13.6,-1.4504333,-48.4997208
Azulejo-PE 35-1-1,Lisboa/Portugal,,"13,6 x 13,6cm",Cerâmica e vidrado Estampilha,"Rua 13 de Maio n 520, Belém, Pará, Brasil",Campina,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.6,13.6,-1.3581782,-48.2514077
Azulejo-PE 35-1-1,Lisboa/Portugal,,"13,6 x 13,6cm",Cerâmica e vidrado Estampilha,"Rua 13 de Maio n 524, Belém, Pará, Brasil",Campina,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.6,13.6,-1.4530688,-48.5007704
Azulejo-PE 39-1-1,Portugal,,"13,2 x 13,2cm",Cerâmica e vidrado Estampilha,"Rua João Diogo n 100, Belém, Pará, Brasil",Cidade Velha,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.2,13.2,-1.4549318,-48.4990226
Azulejo-PE 46-1-1,Lisboa/Portugal e Holanda,"Padrão igual na Koninkligke Fabriek Van Muurtegels-j. Vanhust, Harlingen","13,2 x 13,2cm",Cerâmica e vidrado Estampilha,"Rua João Diogo n 100, Belém, Pará, Brasil","Campina/Nazaré/
Jurunas","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.2,13.2,-1.4549318,-48.4990226
Azulejo-PE 46-1-1,Lisboa/Portugal e Holanda,"Padrão igual na Koninkligke Fabriek Van Muurtegels-j. Vanhust, Harlingen","13,2 x 13,2cm",Cerâmica e vidrado Estampilha,"Travessa Quintino Bocaiúva n 1242, Belém, Pará, Brasil","Campina/Nazaré/
Jurunas","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.2,13.2,-0.7490741,-48.0223579
Azulejo-PE 46-1-1,Lisboa/Portugal e Holanda,"Padrão igual na Koninkligke Fabriek Van Muurtegels-j. Vanhust, Harlingen","13,2 x 13,2cm",Cerâmica e vidrado Estampilha,"Rua Conselheiro João Alfredo n 289, Belém, Pará, Brasil","Campina/Nazaré/
Jurunas","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.2,13.2,-1.4540567,-48.5031455
Azulejo-PE 46-1-1,Lisboa/Portugal e Holanda,"Padrão igual na Koninkligke Fabriek Van Muurtegels-j. Vanhust, Harlingen","13,2 x 13,2cm",Cerâmica e vidrado Estampilha,"Avenida Nazaré n 1189, Belém, Pará, Brasil","Campina/Nazaré/
Jurunas","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.2,13.2,-1.4522349,-48.484785
Azulejo-PE 46-1-1,Lisboa/Portugal e Holanda,"Padrão igual na Koninkligke Fabriek Van Muurtegels-j. Vanhust, Harlingen","13,2 x 13,2cm",Cerâmica e vidrado Estampilha,"Rua dos Mundurucus n 1246, Belém, Pará, Brasil","Campina/Nazaré/
Jurunas","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.2,13.2,-1.4728205,-48.4990865
Azulejo-PE 46-1-1,Lisboa/Portugal e Holanda,"Padrão igual na Koninkligke Fabriek Van Muurtegels-j. Vanhust, Harlingen","13,2 x 13,2cm",Cerâmica e vidrado Estampilha,"Avenida Conselheiro Furtado n 1613, Belém, Pará, Brasil","Campina/Nazaré/
Jurunas","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.2,13.2,-1.4631195,-48.4949718
Azulejo-PE 47-1-2,Portugal,,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Travessa Major Joaquim Távora n 334, Belém, Pará, Brasil",Cidade Velha,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.457736758888889,-48.503383864444444
